status,name,address,website,phone,email,first_name,last_name,job_title,email_verified,personal_email,google_rating,google_reviews,yelp_rating,yelp_reviews,fb_rating,fb_reviews,fb_likes,fb_checkins,fb_followers,is_title,is_description,is_adwords,is_facebook_ads,is_twitter_ads,is_linkedin_ads,is_bing_ads,is_robot,is_ssl,is_wordpress,fb_url,twitter_url,linkedin_url,youtube_url,instagram_url,category,search_type,crawler_status,women_owned,black_owned,business_id
,"L&L Lawn Care","Fort Worth, TX 76134",https://texaslawncare.net,8056254516,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Lawn Services,Tree Services,Landscape Architects or Designers",yelp,1,0,0,92295855
,"Kerry Kellam Certified and Consulting Arborist","Arlington, TX 76013",https://texas-arborist.com,8172660117,,,,,,,,,5,1,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree Services",yelp,1,0,0,95547160
,"Supreme Tree Service","Fort Worth, TX 76120",https://supremetreeservicedfw.com,2146645281,supremetreeservicedfw@gmail.com,,,,,,,,3.7,3,,,,,24,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/Supremetreeservicedfw,,https://www.linkedin.com/in/carlos-salinas-031540234/,,https://www.instagram.com/supremetreeservicedfw/,"Tree Services",yelp,1,0,0,95546778
,"Precision Landscaping Services","7928 leslie dr, Richland hills, TX 76118",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8BbnOvb6CImC-J6O1P14tQ&cb_client=search.gws-prod.gps&w=211&h=120&yaw=170.83646&pitch=0&thumbfov=100,6823003543,,,,,,,5,2,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree Service,Landscaping & Lawn Services,Landscape Contractors",yellowpages,1,0,0,108327576
,"Soto's Tree Service","Serving theFort Worth Area",https://sotostreeservices.net,8178093269,support@masclientes.com,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Tree Service",yellowpages,1,0,0,95543903
,"Smith Lawn and Tree","3200 Handley Ederville Rd, Richland Hills, TX 76118",https://smithdfw.com,8179212222,russell@smithdfw.com,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/smithlawnandtree/,,,,,"Tree Service,Gardeners,Landscape Designers & Consultants",yellowpages,1,0,0,489974525
,"Shamblin's Tree Service - Tree &amp; Stump Removal, Cutting, &amp; Trimming","Serving theFort Worth Area",https://shamblinstreeservice.com,8176761056,,,,,,,4.7,18,,,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/sharer/sharer.php?u=,,,,,"Tree Service",yellowpages,1,0,0,95543896
,"Ridgeline Tree Services","9500 Ray White Rd STE 200, Fort Worth, TX 76244",http://ridgelinetreeservices.com,8175014583,rob@ridgelinetreeservices.com,,,,,,5,153,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,95545092
,"RCJ Cleaning Specialists","6944 Tillman St, Dallas, TX 75253",https://rcjcleaningspecialists.com,4697084466,rcjcleaningspecialists@gmail.com,,,,,,4.9,59,4.9,137,,,131,2,175,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/RCJCleaningSpecialistsLLC/,,,,https://www.instagram.com/cleaningspecialists/,"Home Cleaning,Office Cleaning,Painters",yelp,1,0,0,92295653
,"Qualified Tree Care","8051 Moonmist Cir, Fort Worth, TX 76140",https://qualifiedtreecaretx.com,8172438922,qualifiedtreecaretx@gmail.com,,,,,,,,,,,,18,,22,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/qualifiedtreecaretx,,,,,"Tree Service",yellowpages,1,0,0,331523338
,"Nutri Green Lawn Treatment & Weed Control","5940 Kroger Dr Ste 105, Fort Worth, TX 76244",https://nutrigreenlawns.com,8172328550,mark@nutrigreenlawns.com,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,https://connect.facebook.net/en_US/fbevents.js,,https://www.linkedin.com/company/2925936,https://www.youtube.com/@Emeraldlawnsaustin,https://www.instagram.com/emeraldlawns,"General Contractors,Tree Service,Lawn Maintenance",yellowpages,1,0,0,542316532
,"NEON Monkey Tree Services","1137 Burton Hill Rd Suite E, Fort Worth, TX 76114",https://neonmonkeytree.com/,8172142986,sales@neonmonkeytree.com,,,,,,4.9,166,,,,,,,,1,0,1,0,0,0,0,1,1,1,https://www.facebook.com/NeonMonkeyServices,,,,https://www.instagram.com/neonmonkeyllc,"Tree service in Fort Worth, Texas",google-places,1,0,0,555749080
,"MS Landscaping","Fort Worth, TX 76105",https://mslandscaping2.wixsite.com/fortworth,8178209470,ms.landscaping@hotmail.com,,,,,,4,8,,,,,601350,,46,1,1,0,1,0,0,0,1,1,0,https://www.facebook.com/wix,https://twitter.com/Wix,https://www.linkedin.com/company/wix-com,,,"Lawn Services,Tree Services,Irrigation",yelp,1,0,0,92297582
,"Mercer Tree Service","3224 Deep Crest Dr, Fort Worth, TX 76244",https://mercertreeservice.net,8172475651,support@mercertreeservice.net,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Mercer-Tree-Service-544234275758774/,,,,,"Tree Service",yellowpages,1,0,0,525264462
,"Lone Oak Tree And Fence Service","1221 W Lone Oak Rd Valley View, TX 76272",https://loneoaktreeandfenceservice.com,9404434520,loneoakservice1221@gmail.com,,,,,,,,4.8,6,,,,,,0,1,0,0,0,0,0,0,1,0,https://www.facebook.com/profile.php?id=100070939884548,,,,,"Tree Services,Fences & Gates",yelp,1,0,0,95544398
,"Lemon Tree","Irving, TX 75061",https://lemontreecare.com,4694446122,sales@lemontreecare.com,,,,,,,,3.7,3,,,46,,81,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/LemonTreeCareServiceTexas,,,https://www.youtube.com/embed/VhBl3dHT5SY?feature=oembed?playlist=VhBl3dHT5SY&mute=0&autoplay=0&loop=no&controls=0&start=0&end=,https://www.instagram.com/lemontreeservice/,"Tree Services",yelp,1,0,0,95529203
,"Legendary Trees","3905 Alamo Ave, Fort Worth, TX 76107",https://legendarytrees.com/contact-us,8004646690,info@legendarytrees.com,,,,,,5,4,,,,,184,,191,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/legendarytrees,https://twitter.com/legendary-trees,,,https://www.instagram.com/legendarytrees/,"Nurseries-Plants & Trees,Garden Centers,Tree Service",yellowpages,1,0,0,95543812
,"J C Tree Services","2701 Amber Dr S, Fort Worth, TX 76133",https://jctreeservice.us,8172921476,jc.tree@ymail.com,,,,,,4.8,33,,,,,1278,53,1300,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/JcTreeService,,,,,"Tree Service,Landscape Contractors",yellowpages,1,0,0,247803233
,"High Plains Tree & Landscape","Fort Worth, TX 76164",https://highplainstreeandlandscape.com,8176596184,,,,,,,5,4,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Landscaping,Tree Services,Irrigation",yelp,1,0,0,92296962
,"Harrod’s Arbor Tech","703 E Lake Drive, Weatherford, TX 76087",https://harrodsarbortech.com,8175963788,,,,,,,,,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95547329
New,"A-Affordable Landscaping & Tree Service","Serving theFort Worth Area",https://go.thryv.com/site/aaffordablelandscapingandtreeservice,8007152713,gabriel.vasquez@thryv.com,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,0,,,,,,"Tree Service",yellowpages,1,0,0,557933045
,"A-Affordable Landscaping &amp; Tree Service","Serving theFort Worth Area",https://go.thryv.com/site/aaffordablelandscapingandtreeservice,8007152713,jim.allison@thryv.com,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,0,,,,,,"Tree Service",yellowpages,1,0,0,95543194
,"Fort Worth Tree Removal Services","Fort Worth, TX 76105",https://fortworthtreeremovalsvcs.com,6822209065,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Service",yellowpages,1,0,0,95543503
,"Fort Worth Tree Removal","4012 South Fwy, Ste 27 Fort Worth, TX 76110",https://fortworthtreepro.com,8173492015,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95547249
,"Fort Worth Arborist","7605 Wagnon St White Settlement, TX 76108",https://fortwortharborist.co,8179750180,matthew@fortwortharborist.co,,,,,,,,5,3,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,0,0,0,95546424
,"Falcon Tree Experts","1411 Dutchman Creek Dr DeSoto, TX 75115",https://falcon-tree-experts.business.site,4693943485,,,,,,,,,5,3,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95546864
,"Espinoza’s Landscaping & Tree Service","Fort Worth, TX 76107",https://espinozaslawnandtree.com,6825971246,,,,,,,,17,4,4,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Landscaping,Tree Services",yelp,1,0,0,92309320
,"Diaz Tree & Lawn Service","Garland, TX 75043",https://diaztreeandlawnservices.com,2148610002,diaztreeandlawnservice@gmail.com,,,,,,,,4.8,6,,,546,4,610,1,0,0,0,0,0,0,1,1,1,https://m.facebook.com/diaztreeandlawnservice/?_rdr,https://twitter.com/EvelioD89500623,,,https://www.instagram.com/diaztreeandlawnservice?igsh=MTVoY2lnN3NiejI0Mg==,,yelp,1,0,0,95530121
,"The DFW Stump Grinder, Stump Removal","6609 Silver Oak Ln, Fort Worth, TX 76135",http://dfwstumpgrinder.com,8179887258,,,,,,,5,37,,,,,,,,1,1,0,0,0,0,0,1,1,0,https://facebook.com/The-DFW-Stump-Grinder-1141437599329170/,,,https://www.youtube.com/@TheCJbeasley,,"Tree service",google,1,0,0,95546366
,"Cowboy's Tree and Fence Services","900 E Dickson St, Fort Worth, TX 76110",https://cowboystreeandfenceservices.com,8173337049,nrobert@broofa.com,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Tree Service",yellowpages,1,0,0,380440604
,"Clearfork Lawn Care","3310 Lackland Rd, Fort Worth, TX 76116",https://clearforklawncare.com,8177059352,info@clearforklawncare.com,,,,,,4.1,25,,,,,531,10,,1,1,1,0,0,0,0,1,1,1,,,https://www.linkedin.com/company/clearfork-lawn-care,,https://www.instagram.com/clearforklawncare/,"Tree Service,Lawn Maintenance,Landscape Contractors",yellowpages,1,0,0,108326134
,"Castro’s Tree Service","1319 Mountain Lake Rd, Dallas, TX 75224",https://castrostree.com,9453270347,,,,,,,,,4.9,101,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Tree Services",yelp,1,0,0,95528760
,"Brown's Tree Service","Serving theFort Worth Area",https://brownstreeservicetx.com/,8173716580,,,,,,,4.8,79,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://connect.facebook.net/en_US/fbevents.js,,,,,"Tree Service,Landscape Designers & Consultants,Landscape Contractors",yellowpages,1,0,0,108328008
,"Arbor Leaf Tree Care","6387 Camp Bowie Blvd, Fort Worth, TX 76116",http://arborleaftreecare.com,8178627735,brandon@arborleaftreecare.com,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,249267701
,"Classic Cuts Tree Trimming and Removal","Southlake, TX 76092",https://arboristarlingtontx.com,8172018727,bdlangford37@gmail.com,,,,,,,,5,7,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree Services,Landscaping",yelp,1,0,0,92316511
,"Horton Tree Service",,http://hortontree.com,8175722334,darlene@hortontree.com,,,,,,3.5,22,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree service",google,1,0,0,8522871
,"A. Matt Tree Service","5301 W Caylor Rd, Fort Worth, TX 76244",https://amatt-treeservice.com/,8173918899,amatt.treeservice@yahoo.com,,,,,,4.9,373,,,,,588,22,652,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/A-Matt-Tree-Service-166550950142362/,https://twitter.com/amathshoes,,,https://www.instagram.com/amatt.treeservice/,"Tree service in Fort Worth, Texas",google-places,1,0,0,8521558
New,"Alvarez Tree Service","4101 S Adams St, Fort Worth, TX 76115",http://alvareztrees.com,6822061113,,,,,,,5,97,,,,,,,,1,1,1,0,0,0,0,1,1,0,https://connect.facebook.net/en_US/fbevents.js,,,,,"Tree service",google,1,0,0,557932789
,"Alvarado Tree Service","3285 Todd Ave, Fort Worth, TX 76110",http://alvaradotreeservice.com,6827127931,alvaradoeladio987@gmail.com,,,,,,5,35,,,,,,,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/alvaradotreeservice/,,,,,"Tree service",google,1,0,0,95546295
,"AB Tree Service","Fort Worth, TX 76118",https://abtreeservicestx.com,8173868074,,,,,,,,,,,,,17,2,,1,1,0,0,0,0,0,1,1,1,http://www.facebook.com/AB-Tree-Service-1710656432510775,https://twitter.com/ABTreeService1,http://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fabtreeservicestx.com&title=AB%20Tree%20Service,,,"Tree Service",yellowpages,1,0,0,95543511
,"A & D LAWN AND TREE SERVICE","1114 Harvard St, Fort Worth, TX 76114 · ~42.1 mi",https://a-d-lawn-and-tree-service.business.site/,8178777408,kevindickens1974@gmail.com,,,,,,5,2,,,,,16,2,,1,0,0,0,0,0,0,1,1,0,,,,,,"Tree services",bing,1,0,0,95544390
,"Zink Services","440 Hwy N 377 Argyle, TX 76226",http://www.zinkservices.com,4697810015,,,,,,,,,5,1,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Lawn Services,Tree Services,Fences & Gates",yelp,1,0,0,95546707
,"Wise Tree Care","1600 Airport Fwy, Bedford, TX 76022",http://wisetreecare.com,8173188733,contact@wisetreecare.com,,,,,,4.9,136,,,5,5,,,44,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/pages/Wise-Tree-Care/544274192340165,,,,,,google,1,0,0,8675270
,"KNI Landscaping & Fences","Fort Worth, TX 76244",http://www.wedofences.com,2143096500,,,,,,,,,3.5,36,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,"Landscaping,Fences & Gates,Decks & Railing",yelp,1,0,0,92297564
,"Unchained Tree Services & Firewood","305 Mansfield Cardinal Rd, Kennedale, TX 76060",http://unchainedtreeservices.com,8179258138,unchainedtreeservicesllc@gmail.com,,,,,,5,134,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/profile.php?id=100090401900542,,,https://www.youtube.com/channel/UCRYMVlhpDHaB3S8a46dlXyw,,"Tree service",google,1,0,0,249262416
,"Ttm Tree Service & Lawn Maintenance","5301 Fm 1187, Crowley, TX 76036",http://www.ttmtreeandlawn.com,8172666384,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fpages%2Fcategory%2FLandscape-Company%2FTTM-Tree-Service-Lawn-Maintenance-615741001836094%2F,,,,,"Tree Service,Landscape Designers & Consultants,Landscaping & Lawn Services",yellowpages,1,0,0,557298590
New,"Trunks Tree Care","12650 N Beach St Ste. 114 #68, Keller, TX 76244",http://trunkstreecarellc.com,8179911896,,,,,,,5,105,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,https://instagram.com/trunkstreecarellc,"Tree service",google,1,0,0,557934107
,"True Tree Masters","Mansfield, TX 76063",http://www.true-treemasters.com,8178968523,truetreemasters@gmail.com,,,,,,5,10,5,3,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95547332
,"Tree service Juan Ramirez","2716 Halbert St, Fort Worth, TX 76112",http://treeservicejuanramirez.com,8179688365,treeservicejuanramirezr@gmail.com,,,,,,5,28,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://facebook.com/https://www.facebook.com/profile.php?id=100078293585813&mibextid=LQQJ4d,,,,https://instagram.com/treeservicejr?igshid=YmMyMTA2M2Y=,,google,0,0,0,95546113
,"Chop Chop Tree","7315 Commercial Blvd E, Arlington, TX 76001",http://www.treeserviceinarlingtontx.com,8173108886,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/ChopChopTreeArlington,https://twitter.com/Tree_Arlington,,,,"Tree Service",yellowpages,1,0,0,380440771
,"Henry’s Tree Service of Arlington","704 E Timberview Ln, Arlington, TX 76014",http://www.treeservicearlington.org,8174022820,,,,,,,,,5,1,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95547721
,"Henry’s Tree Service of Fort Worth","1000 Henderson St Ste 101 Fort Worth, TX 76102",http://www.treeservice-fortworth.com,8175000355,0dde8d8760ef43fdb9bed143c096a9ad.protect@withheldforprivacy.com,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,https://www.facebook.com/HenrysTreeServiceFortWorth/,,,,,"Tree Services",yelp,1,0,0,95546141
,"Tree Service Burleson","913 Grant St, Burleson, TX 76028",http://www.treeservice-burleson.com,8172007672,treeserviceburleson@gmail.com,,,,,,4.6,9,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/treeserviceburlesontx/,https://twitter.com/burlesontrees,,,,"Tree Service",yellowpages,1,0,0,95543207
,"Tree Removal Fort Worth","Fort Worth, TX 76109",http://www.treeremoval-fortworth.com,8174846763,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,1,,,,,,"Tree Services",yelp,1,0,0,95546628
,"Treehugger Tree Service","1823 W Division St, Arlington, TX 76012",http://treehuggertexas.com,8176818747,office@treehuggertexas.com,,,,,,4.8,86,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Tree service",google,1,0,0,4227135
,"Tree Care Pros","6421 Camp Bowie Blvd, Fort Worth, TX 76116",http://www.treecare-pros.net,8174022055,treecareprosdfw@gmail.com,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/treecarepros/,https://twitter.com/TreeCareProsTX,,,,"Tree Service",yellowpages,1,0,0,95543255
,"Cowtown Tree & Land","717 Paint Pony Trl N Fort Worth, TX 76108",http://www.tree-stump-firewood.com,8178127366,,,,,,,,,4.3,6,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services,Landscaping,Firewood",yelp,1,0,0,95544406
,"Tree Smith: Pro Tree Care","Sanger, TX 76266",http://www.thetreesmith.net,8172476648,ben@thetreesmith.net,,,,,,,,5,2,,,,,300,1,0,0,0,0,0,0,0,1,0,https://www.facebook.com/TreeSmithProArbor/,,,,,"Tree Services",yelp,1,0,0,95532151
,"Texan Outdoor Services","7308 Market Ct, North Richland Hills, TX 76182",http://www.texanoutdoorservices.com,8172282898,coreydodd@att.net,,,,,,5,14,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Service,Lawn Maintenance,Landscaping & Lawn Services",yellowpages,1,0,0,108329765
,"Tenorio Tree Service","6545 Cliffside Dr, Richland, TX 76134",http://www.tenoriotreeservice.com,5122287892,miketenorio2003@yahoo.com,,,,,,4.9,14,5,6,,,178,,185,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/Tenorio-Tree-Service-757723444397319,,,,,"Tree Services,Landscaping",yelp,1,0,0,95546772
,"Superior Tree and Landscape","Fort Worth, TX 76133",http://www.superiortreeandlandscape.com,8173205317,,,,,,,,,3,2,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services,Landscaping,Landscape Architects or Designers",yelp,1,0,0,92302378
,"Scallion Landscaping","River Oaks, TX 76114",http://www.scallionlandscaping.com,6822888132,,,,,,,4.3,6,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Landscaping,Tree Services",yelp,1,0,0,95546968
,"Sambrano’s Lawn Service","3209 Cheryl Ln, Haltom , TX 76117",http://www.sambranoslawnservices.com,8177308328,,,,,,,,,5,1,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Landscaping,Tree Services,Pressure Washers",yelp,1,0,0,92300755
,"Ron Phillips Professional Tree Service","812 E Park Row Dr, Arlington, TX 76010",http://www.ronphillipslandscaping.com,8172652027,longbow1768@yahoo.com,,,,,,,,,,,,71,,79,1,0,0,1,0,0,0,1,0,1,https://www.facebook.com/RonPhillipsLandscaping/,,,,,"Tree Service,Landscape Contractors,Pest Control Services",yellowpages,1,0,0,108329374
,"Rocking Six P Services","Clifton, TX 76634",http://www.rocking6pservices.com,2546524586,johnprice@rocking6pservices.com,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree Services,Fences & Gates,Excavation Services",yelp,1,0,0,95531336
,"Reliable Stump Removal","Serving theFort Worth Area",http://www.reliabletreeremoval.com/?matchtype=XNPLL&amp;network=yp&amp;keyword=stump+removal+grinding&amp;source=193-17-11,8443459299,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,0,,,,,,"Stump Removal &amp; Grinding",yellowpages,1,0,0,95543872
,"Red’s Commercial Services","1404 Hidden Oaks Cir, Corinth, TX 76210",http://www.redscs.org,9403670404,,,,,,,,,5,1,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Lawn Services,Junk Removal & Hauling,Tree Services",yelp,1,0,0,95531777
,"R&amp;A Lawn &amp; Tree Service","3169 Horton Rd, Forest Hill, TX 76119",http://www.ralawntree.com,8176530488,,,,,,,5,3,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,"Tree Service",yellowpages,1,0,0,8521401
,"Qualitiscape Services","2520 W Waggoman St Fort Worth, TX 76110",http://www.qsslawn.com,8179235296,,,,,,,4.5,111,5,1,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Landscaping,Tree Services,Irrigation",yelp,1,0,0,95547823
,"Preferred Lawn Care","Watauga, TX 76148",http://www.plcscapes.com,6825531630,lemonad@jovanny.ru,,,,,,4.4,7,5,5,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Lawn Services,Tree Services,Holiday Decorating Services",yelp,1,0,0,92294483
,"Total Unique Tree Service","Plano, TX 75074",http://www.planotreetrimmer.com,4693967497,,,,,,,,,3.9,34,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95530520
,"Phillip's Landscape Management Inc","7071 Anderson Blvd, Fort Worth, TX 76120",http://www.phillipslandscapedfw.com,8174464777,,,,,,,3,5,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Service,Landscaping Equipment & Supplies,Irrigation Consultants",yellowpages,1,0,0,108324288
,"Morris Tree Service","4236 Valentine St, Fort Worth, TX 76107 · ~41.9 mi",http://www.mtreeservice.com/,8177321946,mtreeservice@gmail.com,,,,,,5,4,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,"Tree services",bing,1,0,0,95543531
,"Molina Tree Service","125 Worthy St, Saginaw, TX 76179",http://www.molinatreeservice.com,8172479199,molinatreeserv0224@gmail.com,,,,,,4,3,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Service",yellowpages,1,0,0,8521411
,"Lone Star Tree Service & Landscaping","May St, Fort Worth, TX 76110",http://www.lonestartreeslandscaping.com/,8177690450,rubio651@yahoo.com,,,,,,5,26,,,,,,,,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/profile.php?id=100090700309002&amp,,,,,"Tree service in Fort Worth, Texas",google-places,1,0,0,380446185
,"Lee’s Lawn & Garden","Fort Worth, TX 76133",http://www.leeslawnservices.com/,8179394822,info@leeslawnservices.com,,,,,,4.4,14,4.5,21,,,1990,161,1900,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/leeslawnservices,https://twitter.com/leelawnservice,,,,"Landscaping,Irrigation,Pest Control",yelp,1,0,0,92295141
,"Leatherface Tree Service","6117 Summer Creek Cir Dallas, TX 75231",http://www.leatherfacetreeservice.com,2143048084,,,,,,,,,5,9,,,,,,0,0,0,0,0,0,0,0,0,0,,,https://www.linkedin.com/company/leatherface-tree-service,,,"Tree Services",yelp,1,0,0,95545648
,"Lawn Doctor of Keller-Southlake-NW Fort Worth","4270 Keller Hicks Rd, Fort Worth, TX 76244",http://www.lawndoctor.com/keller-tx,8175771405,customerservice@lawndoctor.com,,,,,,,,,,,,133,,141,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/Lawn-Doctor-of-NW-Fort-WorthKellerSouthlakeHaltom-City-987521254663742/,https://twitter.com/LawnDoctor,https://www.linkedin.com/company/lawn-doctor-of-massachusetts,https://www.youtube.com/user/LawnDoctor,http://www.instagram.com/lawndoctorinc,"Tree Service,Lawn Maintenance,Landscaping & Lawn Services",yellowpages,1,0,0,108329163
,"L & T Landscaping","Irving, TX 75061",http://www.landtservice.com,9722539019,info@landtservice.com,,,,,,3.9,12,4.9,8,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/pages/L-T-Landscaping-Tree-Service/439721909389734,,,,,"Tree Services,Landscaping",yelp,1,0,0,92295660
,"Lawn & Landscape Management","3206 Main St, Ste 102 Rowlett, TX 75088",http://www.landscapemngt.com,9724127860,schedules@landscapemngt.com,,,,,,,,1,1,,,182,2,273,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Lawn-Landscape-Management-204437262900921,,,,,Landscaping,yelp,1,0,0,95547248
,"Alexander Landscape","7709 Davis Blvd, North Richland Hills, TX 76182",http://www.landscapeinc.com,8176565020,,,,,,,4.5,13,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Landscape Contractors,Landscaping &amp; Lawn Services,Tree Service",yellowpages,1,0,0,92309726
,"Kingdom Tree Care","Fort Worth, TX 76134",http://www.kingdomtreecare.com,6825563703,info@capitalfund-hk.com,,,,,,,,5,9,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/tr?id=2486384808115272&ev=PageView&noscript=1&cd%5Bpage_title%5D=Homepage&cd%5Bpost_type%5D=page&cd%5Bpost_id%5D=7&cd%5Bplugin%5D=PixelYourSite&cd%5Buser_role%5D=guest&cd%5Bevent_url%5D=kingdomtreecare.com%2F,,,,,"Tree Services",yelp,1,0,0,95532325
,"Jim's Tree Service","Serving theFort Worth Area",http://www.jimstreeservice.net,8179261956,jimthetreeman1@gmail.com,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,1,0,,,,,,"Tree Service",yellowpages,1,0,0,380440502
,"Integrity Tree Care","7701 Wagnon St, Fort Worth, TX 76108",http://www.integritytreecare.org/,8177141777,,,,,,,5,22,,,,,,,,1,1,0,0,0,0,0,1,1,1,facebook.net/en_US/sdk.js#xfbml=1&version=v2.0,https://twitter.com/integritytreetx,https://www.linkedin.com/company/integrity-tree-care,https://www.youtube.com/channel/UCmlkRkr57GoqGgq9xys9tkw,https://instagram.com/integritytreecare/,"Tree service",google-places,1,0,0,8521600
,"Rock Around Tree Service","5033 Jerri Ln, Haltom City, TX 76117",http://www.homeadvisor.com/rated.RockAroundTreeSer,8175645445,lroybal@homeadvisor.com,,,,,,5,10,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,https://www.linkedin.com/company/c-c-usa,,,"Tree Service",yellowpages,1,0,0,95543623
,"Hartin Tree Service","1428 Eastview Dr, Weatherford, TX 76086",http://www.hartin-treeservice.com,8175975642,rickywhowell1016@gmail.com,,,,,,4.5,31,5,9,,,,,1100,1,1,0,0,0,0,0,0,1,0,https://facebook.com/HartintreeserviceRicky/,,,,,"Tree Services",yelp,1,0,0,95544740
,"HandCrafted Landscape Maintenance","Fort Worth, TX 76244",http://www.handcraftedlm.com,2066510952,,,,,,,,,5,3,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Landscaping,Tree Services,Gutter Services",yelp,1,0,0,92296975
