status,name,address,website,phone,email,first_name,last_name,job_title,email_verified,personal_email,google_rating,google_reviews,yelp_rating,yelp_reviews,fb_rating,fb_reviews,fb_likes,fb_checkins,fb_followers,is_title,is_description,is_adwords,is_facebook_ads,is_twitter_ads,is_linkedin_ads,is_bing_ads,is_robot,is_ssl,is_wordpress,fb_url,twitter_url,linkedin_url,youtube_url,instagram_url,category,search_type,crawler_status,women_owned,black_owned,business_id
,Tree41,"San Gregorio, CA 94074",http://www.tree41.com,6503382274,info@tree41.com,,,,,,,,5,8,,,,,,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/tree41.services,,,,https://www.instagram.com/tree41_services/,"Tree Services,Landscaping",yelp,1,0,0,95531020
,"Timberwood Tree Service","San Francisco, CA 94129",http://www.timberwoodtree.com,4159311150,timberwoodmail@gmail.com,,,,,,,,4.3,116,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Gardeners,Landscaping,Tree Services",yelp,1,0,0,95532308
,"The Tree Man","Fairfax, CA 94930",http://www.thetreeman.com,8007538733,thetreemancan@outlook.com,,,,,,,,4.4,42,,,,,52,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/111289057456443,,,,https://www.instagram.com/thetreemanllc,"Tree Services",yelp,1,0,0,95533170
,"The Tree Guys - Bay Area Tree","San Mateo, CA 94402",http://www.thetreeguys.org/,6503571229,service@bayareatree.com,,,,,,,,4.5,46,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95530693
,"Terry Mulrooney","San Francisco, CA 94122",http://www.terrymulrooneydesign.com,4153053820,terrymulrooney.design@gmail.com,,,,,,,,4.7,20,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Landscaping,Landscape Architects or Designers,Gardeners",yelp,1,0,0,91930208
,"Terra Gardens","Berkeley, CA 94703",http://www.terragardens.org,,admin@terragardens.org,,,,,,5,8,4.9,17,,,,,,1,1,0,0,0,0,0,1,1,0,http://www.facebook.com/2008/fbml,,,https://www.youtube.com/channel/UC0riYRSkOw3WALhJ34Jdtbg,https://www.instagram.com/terragardensco/,"Landscaping,Masonry/Concrete,Landscape Architects or Designers",yelp,1,0,0,91926665
,"Shape of the Earth","San Francisco, CA 94114",http://www.shapeoftheearth.com,4158467581,david@shapeoftheearth.com,,,,,,,,4.2,14,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Gardeners,Landscaping,Tree Services",yelp,1,0,0,95539459
,Sfgardening,"San Francisco, CA 94109",http://www.sfgardening.com,4156303159,makebeauty@sfgardening.com,,,,,,5,13,4.1,36,,,,,,1,1,0,0,0,0,0,1,1,1,,,,https://www.youtube.com/watch?v=Q2303uGw_LA,,"Gardeners,Tree Services,Irrigation",yelp,1,0,0,95537564
,"Sequoia Tree Service LLC.","4900 Shattuck Ave. Suite 3179, Oakland, CA 94609",http://sequoiatreeservice.us,5103957338,info@sequoiatreeservice.net,,,,,,4.8,38,,,,,,,103,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/SequoiaTreeService.net/,,https://www.linkedin.com/company/sequoia-tree-service-inc-/about/?viewAsMember=true,,https://www.instagram.com/sequoiatreeserviceinc,"Tree service",google,1,0,0,43652317
,"Golden City Tree Service","227 California St #4, San Francisco, CA 94111",http://sanfrancisco-treeremoval.com,4153900378,aria@sanfrancisco-treeremoval.com,,,,,,5,4,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,43657741
,"Reliable Stump Removal","Serving theSan Francisco Area",http://www.reliabletreeremoval.com/?matchtype=XNPLL&amp;network=yp&amp;keyword=stump+removal+grinding&amp;source=193-17-11,8443459299,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,0,,,,,,"Stump Removal &amp; Grinding",yellowpages,1,0,0,95534682
,"Prune Buggy","San Francisco, CA 94110",http://www.prunebuggy.com,4154049360,prunebuggy.com@privatewho.is,,,,,,,,5,8,,,586592,,762000,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/WordPresscom,,,,http://www.instagram.com/prunebuggy/,"Tree Services,Landscaping",yelp,1,0,0,95539944
,"Precision Tree Care","Pacifica, CA 94044",http://www.precisiontreecareinc.com,6507154631,precisiontreecare@yahoo.com,,,,,,,,4.7,152,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree Services",yelp,1,0,0,95529700
,"P & J Tree Services","Walnut Creek, CA 94565",http://www.pjtreeservices.com,9255364146,,,,,,,,,4.9,170,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/pages/P-and-J-Tree-Service-Incorporation/1066546770025334?fref=ts,,,,,"Tree Services",yelp,1,0,0,95530325
,"Perfect Landscaping Services","Berkeley, CA 94703",http://www.perfectlandscapingservices.com,5109382522,,,,,,,4.2,5,4.7,105,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Landscaping,Tree Services,Masonry/Concrete",yelp,1,0,0,91926881
,"Paradise Tree Services","Novato, CA 94949",http://www.paradisetreeservicesca.com,4158792970,info@paradisetreeservicesca.com,,,,,,5,14,5,1,,,45,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/people/Paradise-Tree-Services/100084112923701/,,,,,"Tree Services",yelp,1,0,0,95539791
,"Pacific Slope Tree Cooperative","Serving theSan Francisco Area",http://www.pacificslopetree.com,4158191934,info@pacificslopetree.com,,,,,,5,2,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Service",yellowpages,1,0,0,239162774
,"Oscar’s Expert Tree Service","San Jose, CA 95128",http://www.oscarsexperttreeservice.com,4083734696,info@oscarsexperttreeservice.com,,,,,,,,4.7,140,,,,,,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/oscarsexperttreeservice/,,,,,"Landscaping,Tree Services",yelp,1,0,0,95530012
,"Nigel's Tree Service","Serving theSan Francisco Area",http://www.nigelstreeservice.com,4153730001,info@nigelstreeservice.com,,,,,,5,5,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Service,Arborists,Stump Removal & Grinding",yellowpages,1,0,0,239162769
,"New Life Tree Service","Pittsburg, CA 94565",http://www.newlifetreeservicesco.com,9252526389,new.lifetreeservice@yahoo.com,,,,,,,,4.8,116,,,,,,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/newlifetreeservices,,,https://www.youtube.com/watch?v=ZUj3kCgIsGE,https://www.instagram.com/new.lifetreeservice/,"Tree Services",yelp,1,0,0,95530698
,"Murphy’s Tree Services","San Francisco, CA 94127",http://www.murphytreeservice.com,4156641712,,,,,,,,,5,5,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services,Landscaping",yelp,1,0,0,95533069
,"Mr Tree Specialist","840 Parr Blvd, Richmond, CA 94801",http://mrtreespecialist.com,7072079480,mrtreespecialistinc@gmail.com,,,,,,5,18,,,,,,,24,1,0,0,0,0,0,0,1,1,0,https://www.facebook.com/mrtreespecialistinc,,,,https://www.instagram.com/mrtreespecialistinc/,"Tree service",google,1,0,0,95540712
,Logiculture,"920 Kirkham St, San Francisco, CA 94122",http://www.logiculture.org,8606046417,logiculture.ca@gmail.com,,,,,,,,5,22,,,,,,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,,,,https://www.instagram.com/logiculture.ca/,"Landscaping,Irrigation,Landscape Architects or Designers",yelp,1,0,0,91926424
,"Chop Chop Landscaping in San Francisco","414 Mason St, San Francisco, CA 94102",http://www.landscapedesignsanfrancisco.com,6282275858,,,,,,,,,,,,,168825,132,190000,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Service,Landscape Contractors,Garden Centers",yellowpages,1,0,0,111784212
,"Korotkin Associates Inc.","21 Patterson St, San Francisco, CA 94124",http://www.korotkinassociates.com,4152826806,sk@korotkinassociates.com,,,,,,4,4,,,,,,,,1,1,0,0,0,0,0,1,1,1,,https://twitter.com/KorotkinAssoc,https://www.linkedin.com/company/korotkinassociates,,https://www.instagram.com/korotkinassoc/,"Tree Service,Landscape Contractors,Landscaping & Lawn Services",yellowpages,1,0,0,230300764
,"Kevin’s Gardening Service","Oakland, CA 94610",http://www.KevinsGardening.net,5102619662,kgardeningservice@gmail.com,,,,,,,,4.7,333,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Landscaping,Landscape Architects or Designers,Gardeners",yelp,1,0,0,94026042
,"JJI Tree Service","Redwood City, CA 94061",http://www.jjitrees.com,6507806197,joaquin@jjitrees.com,,,,,,,,4.9,57,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,https://www.instagram.com/jji_trees/?hl=en,"Tree Services",yelp,1,0,0,95529851
,"Hamilton Tree Service, Inc.","Martinez, CA 94553",http://www.hamiltontree.com,9252281010,office@hamiltontree.com,,,,,,4.7,24,4.3,44,,,348,18,374,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/HamiltonTreeService,,,https://www.youtube.com/user/DarthArbor/featured,,"Tree Services,Nurseries & Gardening",yelp,1,0,0,95539462
,"G Garcia Tree Service","22 Leisure Park Cir Santa Rosa, CA 95401",http://www.ggarciatreeservice.com,7072360485,ggarciatreeservice@gmail.com,,,,,,,,4.9,39,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,https://www.instagram.com/g.garcia_treeservice/,"Tree Services",yelp,1,0,0,95538403
,"The Forestree Company","Berkeley, CA 94702",http://www.forestreeco.com,5105268733,info@forestreecompany.com,,,,,,5,5,4.5,32,,,,,,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,,,,,"Tree Services",yelp,1,0,0,95539778
,"Evergreen Tree & Gardening Service",,http://www.evergreentreesanfrancisco.com/,4159337886,,,,,,,5,7,,,,,,,,0,0,0,0,0,0,0,1,0,1,,,,,,,google-places,1,0,0,8526639
,"Enrique Gardening Maintenance","American Canyon, CA 94503",http://www.enriquegardeningmaintenance.com,7073100676,enriquechavez901@yahoo.com,,,,,,,,4.6,9,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Gardeners,Landscaping,Tree Services",yelp,1,0,0,95538802
,"EC Tree Service Inc","991 Round Hill Rd, Redwood City, CA 94061",http://ectreeservice.com,6503682044,ectreeservice@yahoo.com,,,,,,5,79,,,,,,,18,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/ectreeservice,,,,https://www.instagram.com/ectreeservice/,"Tree service",google,1,0,0,95541175
,"Eco Grounds Landscaping","San Pablo, CA 94806",http://www.ecogroundslandscaping.com,5106502790,ecogrounds.landscaping@gmail.com,,,,,,,3,4.9,43,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/ecogroundslandscaping/,,,,,"Landscaping,Tree Services,Irrigation",yelp,1,0,0,91929497
,"East Bay Landscaping Services","2648 Ridge Rd San Pablo, CA 94806",http://www.eastbaylandscapingservices.com,9253397843,migueleastbaylandscaping@gmail.com,,,,,,4.4,9,4.7,87,,,697,,719,1,1,0,0,0,0,0,1,1,0,http://www.facebook.com/eastbayartificialgrassinstallation,,,,https://www.instagram.com/eastbaylandscapingservices,"Landscaping,Gardeners,Irrigation",yelp,1,0,0,91928880
,"Diaz Tree And Garden Service","Redwood City, CA 94063",http://www.diaztreeandgardenservice.com,6502811191,stuccopro1614@gmail.com,,,,,,,,4.9,30,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Tree Services,Landscaping",yelp,1,0,0,91931260
,"D A C Landscape S F","167 Caine Ave San Francisco, CA 94112",http://www.dac-landscapesf.com,4155332433,david@dac-landscapesf.com,,,,,,,,4.8,22,,,195,,204,1,0,0,0,0,0,0,0,1,0,,,,,,"Landscaping,Gardeners,Irrigation",yelp,1,0,0,94036324
,"C&W Tree and Landscape","3574 Pacheco Blvd, Martinez, CA 94553",http://www.cwtreeservice.com,9259574185,cwtreelandscape@yahoo.com,,,,,,4.5,20,4.7,111,,,4,,,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/CW-Tree-Landscape-Co-106657641966896,,,,,"Tree Services",yelp,1,0,0,95532447
,"Discount Clean-Up Gardening","San Francisco, CA 94016",http://www.craigslist.org,4152862984,craig@craigslist.org,,,,,,,,4.7,31,,,,,,1,1,0,0,0,0,0,1,1,0,,,,https://www.youtube.com/watch?v=e2j_ZqopHC0,,"Junk Removal & Hauling,Tree Services,Landscaping",yelp,1,0,0,95531579
,"Contra Costa Tree & Stump Removal","7 Live Oak Cir, El Sobrante, CA 94803",http://www.contracostatreeservice.com,4154206464,bruceeadair@hotmail.com,,,,,,,,5,17,,,298478,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Tree Services",yelp,1,0,0,95532133
,"Coastal Tree Service","Berkeley, CA 94710",http://www.coastaltreeservice.com/,5106934631,coastaltreeserviceca@gmail.com,,,,,,5,3,4.2,13,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95533835
,"Clements Tree Service, Inc","260 Bolinas St, Mill Valley, CA 94941",http://www.clementstreeservice.com/,4153885094,,,,,,,4.3,11,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,"Tree service in Marin County, California",google-places,1,0,0,43659912
,"Cavara Tree Service","343 Park St Redwood City, CA 94061",http://www.cavaratree.com,6506482029,castor@treemaintenancebay.com,,,,,,,,4.8,21,,,2,,,0,0,0,0,0,0,0,1,1,1,https://www.facebook.com/people/Cavara-Tree-Services/100094632000980/,,,,https://www.instagram.com/cavaratree/,"Tree Services",yelp,1,0,0,95532441
,"Castillo Landscaping & Tree Services","528 Lucerne Ave, Redwood City, CA 94061",http://www.castilloland.com,6503467158,info@castilloland.com,,,,,,,,5,7,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Landscaping,Tree Services",yelp,1,0,0,91932016
,"Cal Bay Landscaping","39180 Liberty St Ste 205 Fremont, CA 94538",http://www.calbaylandscaping.com,5109616168,office@calbaylandscaping.com,,,,,,5,5,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Landscaping,Tree Services,Junk Removal & Hauling",yelp,1,0,0,95539792
,"Brothers Services Tree Care Inc","1336 Hancock St, Redwood City, CA 94061",http://brothers-services.com,6509960360,angel@brothers-services.com,,,,,,4.9,42,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Tree service",google,1,0,0,95542053
,"Brende & Lamb Tree & Shrub Care","739 Dwight Way, Berkeley, CA 94710",http://www.brendelamb.com,5104868733,deserio@brendelamb.com,,,,,,4.9,10,4.4,37,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95539444
,"B G Discount Tree Care","1100 Carroll Ave, San Francisco, CA 94124",http://www.bgdiscounttreecare.com,4155325231,gmorgan1939@hotmail.com,,,,,,3.7,3,5,1,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,"Tree Services",yelp,1,0,0,95539104
,"Bernard Landscaping","San Francisco, CA 94122",http://www.bernardslandscaping.com,6283337975,,,,,,,,,5,1,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Landscaping,Tree Services,Irrigation",yelp,1,0,0,93912759
,"Bay to Sac Tree Services","Fairfield, CA 94533",http://www.baytosactreeservices.com,7075809099,,,,,,,4.8,4,4.9,28,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95539654
,"Dmitri Tioupine Tree Care and Preservation","San Francisco, CA 94134",http://www.bayareatrees.com,4155965999,,,,,,,,,4.7,31,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree Services",yelp,1,0,0,95532138
,"Bay Area Tree Pro","Vallejo, CA 94591",http://www.bayareatreeproca.com,4159377792,bayareatreepro@gmail.com,,,,,,,,5,45,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95533864
,"Bay Area Tree Care","4900 Pinole Valley Rd, Pinole, CA 94564",http://www.bayareatreecare.net/,5102222963,info@bayareatreecare.net,,,,,,4,10,,,,,,,3,1,1,1,0,0,0,0,1,1,0,http://www.facebook.com/sfbaytrees,,,,,"Tree service in Pinole, California",google-places,1,0,0,8528471
,"Bartlett Tree Experts",,,4845095936,info@greenscapegeeks.com,,,,,,,,,,,,459,11,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/bartlettWestChester,http://twitter.com/BartlettTreeExp,https://linkedin.com/company/bartlett-tree-experts,https://youtube.com/user/bartletttreeexperts,https://instagram.com/lifeatbartlett/,"Tree services",bing,,0,0,36148263
,"A To Z Tree Specimen Nursery-Tree Movers & Hydroseeding","2190 Crittenden Ln, Mountain View, CA 94043",http://www.atozhydroseeding.com/,6509335059,ju5rq3jg28s@networksolutionsprivateregistration.com,,,,,,4.7,16,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Landscape Contractors,Garden Centers,Tree Service",yellowpages,1,0,0,111784189
,"Arbor Vision","18897 Bollinger Canyon Rd, San Ramon, CA 94583",http://www.arborvisioninc.com,5103722802,info@arborvisioninc.com,,,,,,,,4.8,38,,,,,,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/arborvisionincinc/,,,https://youtube.com/@ArborVisionInc,https://instagram.com/arborvision/,"Tree Services",yelp,1,0,0,95539244
,"ArborTech Tree Care & Landscape Services","1413 Industrial Pkwy W, Hayward, CA 94544",http://www.arbortech1.com,5108818733,info@arbortech1.com,,,,,,,,4.3,119,,,,20,572,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/arbortech1/,https://twitter.com/arbortech1/,,,https://www.instagram.com/arbortech1/,"Landscaping,Tree Services",yelp,1,0,0,91933701
,"A Plus Tree","Alameda, CA 94502",http://www.aplustree.com,8668152525,sarah@aplustree.com,,,,,,4,42,5,1,,,,,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/aplustree/,,,https://www.youtube.com/watch?v=TsAT9HLyDXs,https://www.instagram.com/a.plus.tree/,"Tree Services",yelp,1,0,0,95533067
,"Alvarado Tree Service","Richmond, CA 94801",http://www.alvaradots.com,5106727853,alvaradotreeservice1@gmail.com,,,,,,5,2,5,82,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,https://www.instagram.com/alvaradotreeservice/,"Tree Services",yelp,1,0,0,95531609
,"The Small World Tree Company","San Anselmo, CA 94960",http://worldtreeservice.com,4154550909,mail@smallworldtree.com,,,,,,4.9,50,,,,,,,9,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/p/World-Tree-Service-Inc-100067379190527/?locale=az_AZ,,,,,"Tree service",google,1,0,0,95540379
,"Vega’s Tree Service","Oakland, CA 94621",http://vegastreeservices.com/,5107981188,vegatreeservice@gmail.com,,,,,,,,4.8,200,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/pages/Vegas-Tree-Services/1591924887713002?sk=timeline,,,,,"Tree Services",yelp,1,0,0,95531441
,"Vega's Tree Services",,http://vegastreeservices.com,5107981188,antonioveg66@yahoo.com,,,,,,4.7,13,,,,,,,,0,0,0,0,0,0,0,0,1,1,https://www.facebook.com/pages/Vegas-Tree-Services/1591924887713002?sk=timeline,,,,,"Tree service",google,1,0,0,8528431
,"Valley Tree Service","176 San Geronimo Valley Dr, Woodacre, CA 94973",http://valleytreeservice.us,4154884847,jeff@valleytreeservice.us,,,,,,5,2,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree service",google,1,0,0,489958403
,https://ubaldinotreeservicesandlandscaping.com/,"550 Bantry Rd, Pinole, CA 94564",http://ubaldinotreeservicesandlandscaping.com,5108372303,contact@ubaldinotreeservicesandlandscaping.com,,,,,,5,27,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,,google,1,0,0,95540947
,"Tree Service Pro Vallejo","351 Los Cerritos Dr, Vallejo, CA 94589",http://treeservicevallejo.com,7072449177,treeservicevallejo@gmail.com,,,,,,4.9,37,,,,,24,,25,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/Tree-Service-Pro-Vallejo-107411587329233/,http://twitter.com/share?url=https://www.treeservicevallejo.com/1/post/2019/10/why-should-you-hire-a-professional-tree-removal-service-provider.html,,,,"Tree service",google,1,0,0,8528874
,"Tree Service South San Francisco",,http://treeservicesouthsanfrancisco.com,6503609675,treeservicesouthsanfrancisco@gmail.com,,,,,,5,3,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/treeservicessf/,https://twitter.com/treeservicessf,http://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Ftreeservicesouthsanfrancisco.com&title=Home,https://www.youtube.com/channel/UC6SvB8wUGuSKKtvjtGUzvVg,https://www.instagram.com/treeservicessf/,"Tree service",google,1,0,0,95539164
,"Dublin Tree Services",,http://treeservicesdublin.com,9253695046,,,,,,,4.9,61,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,334106428
,"Tree Service Pacifica",,http://treeservicepacificaca.com,6505477960,treeservicepacifica@gmail.com,,,,,,5,2,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/treeservicepacificaca/,https://twitter.com/treepacifica,,https://www.youtube.com/watch?v=bvFXWx3tZ3o,https://www.instagram.com/pacificatree,"Tree service",google,1,0,0,95541829
,"Tree Service Oakland",,http://treeserviceoaklandca.com,5109021475,treeserviceoaklandcapros@gmail.com,,,,,,5,5,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/treeserviceoaklandpros/,https://twitter.com/oaklandtreepros,,https://www.youtube.com/watch?v=mtEgZ1Y9UC0,https://www.instagram.com/treeserviceoaklandpros/,"Tree service",google,1,0,0,95541055
,"Rodriguez Tree Service",,http://treeservicecompanydallas.com,9722288135,,,,,,,5,124,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,380447918
,"Tree Service Alameda",,http://treeservicealameda.com,5103907018,treeservicealameda@gmail.com,,,,,,5,2,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Tree-Service-Alameda-107920834720651,https://twitter.com/AlamedaTree,,https://www.youtube.com/channel/UCWqPXfbzFTHwX_XQ5TF4cCA,https://www.instagram.com/treeservicealameda/,"Tree service",google,1,0,0,8528453
,"Tree Ops LLC","3301 Concord Blvd, Concord, CA 94519",http://treeopsco.com,7145893557,treeopsco.com@domainprivacygroup.com,,,,,,5,16,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree service",google,1,0,0,95542290
,"Tree Mechanics","Oakland, CA 94601",http://treemechanics.net,5104242575,,,,,,,5,2,4.9,56,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95533477
,"Green Trees of San Francisco","1285 Holloway Ave, San Francisco, CA 94132",http://treelawncareservices.us,6283454339,info@treelawncareservices.us,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree service",google,1,0,0,8527325
New,"Treekeeper SF",,http://treekeepersf.com,4157356202,,,,,,,5,7,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,"Arborist service",google,1,0,0,554785764
New,"Tom 4 Stumps - Tree Stump Grinding & Roots Removal, San Jose, CA.","tom4stumps@gmail.com, 1069 Topaz Ave C, San Jose, CA 95117",http://tom4stumps.com,4088071500,tom4stumps@gmail.com,,,,,,4.9,39,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree service",google,1,0,0,554785980
,"The Mac’s Tree Service","Pacifica, CA 94044",http://themacstreeservice.webs.com/,6503551945,inquiries@webs.com,,,,,,,,4.8,17,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95532042
,"Swell Emergency Tree Removal Service",,http://swellemergencytreeremovalservice.com,9252171037,admin@swellemergencytreeremovalservice.com,,,,,,4.8,10,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,249228082
,"Summit Tree Care Services L.L.C.",,http://summittreecareca.com,7077626719,info@summittreecareca.com,,,,,,4,13,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,345951126
,"Stumpy’s Tree Service","2802 Waverly Way, Livermore, CA 94551",http://stumpystrees.com/,3415873006,,,,,,,,,4.8,242,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95531595
,"Snappy Trim","San Francisco, CA 94103",http://snappytrim.com,8186464789,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95538966
,Sexytrees.com,"3000F Danville Blvd #375, Alamo, CA 94507",http://sexytrees.com,9254813933,office@sexytrees.com,,,,,,5,196,,,,,169,10,180,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/LlamasTreeService,,,,,"Tree service",google,1,0,0,8672067
,"SavATree - Tree Service","1993 E Bayshore Rd, Redwood City, CA 94063",http://savatree.com,6504608669,experts@savatree.com,,,,,,4.9,115,,,,,4268,105,4900,1,1,1,1,0,0,0,0,1,0,https://www.facebook.com/SavATreeHQ/,,https://www.linkedin.com/company/savatree/,https://www.youtube.com/user/naturestrees,https://www.instagram.com/savatree_official/,"Tree service",google,1,0,0,95541285
,"San Rafael Tree Service",,http://sanrafaeltreeservices.com,4157970571,5f11a65f7f3b4f37ac3f9fd03d581bc2.protect@withheldforprivacy.com,,,,,,4.9,19,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,243473489
,"Rosas Tree Service of San Ramon",,http://rosastreeserviceofsanramon.com,9252484509,info@rosastreeserviceofsanramon.com,,,,,,5,26,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,489958421
,"Rosas Tree Service of Concord",,http://rosastreeserviceofconcord.com,9254718009,info@rosastreeserviceofconcord.com,,,,,,5,18,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,517817263
,"Rosas Tree Service of Berkeley",,http://rosastreeserviceofberkeley.com,5107268369,info@rosastreeserviceofberkeley.com,,,,,,5,11,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,540794398
,"Rosas Tree Service",,http://rosastreeservice.com,9254824396,,,,,,,4.3,20,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,95542333
New,"Richmond Tree Service Pros",,http://richmondtreeservicepros.com,5108518597,cc4ccca1868b4ce881088280e67c742f.protect@withheldforprivacy.com,,,,,,5,2,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree service",google,1,0,0,554785857
,"EV Tree Service",,http://qualitytreeservicesberkeley.com,5107377342,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,,google,1,0,0,95541599
,"The Professional Tree Care Company",,http://professionaltreecare.com,5105493954,charles@professionaltreecare.com,,,,,,3.2,9,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree service",google,1,0,0,8528523
,"Prodigy Works Tree services.","1251 Redwood Dr, Concord, CA 94520",http://prodigyworkstreeservice.net,9253253652,prodigywork925@gmail.com,,,,,,4.5,51,,,,,123,7,122,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/ProdigyWorks925/,,,,,"Tree service",google,1,0,0,8528607
,"Preferred Expert Tree Service Inc",,http://preferredtree.com,9253447060,,,,,,,5,60,,,,,,,196,1,0,0,0,0,0,0,1,1,0,https://www.facebook.com/504719793401807,,,,,"Tree service",google,1,0,0,8528648
,"Pineda’s Tree Service","2925 Willow Rd, San Pablo, CA 94806",http://pinedatree.com,4156131392,pineda.tree@gmail.com,,,,,,2.3,3,4.6,24,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Tree Services",yelp,1,0,0,95539937
